Node,Global Id,X,Y,Z,Vx Vel,Vy Vel,Vz Vel,Press,Temp,Scal1,TurbK,TurbD,HeatFlux,Shear Mag,NVol,Density,Mach
188,1511,-571.115,941.465,0,1315570,1876300,0,-58978200,273.15,0,4.87363,4415.88,0,0,0,1.20473E-06,0
189,1510,-444.402,773.877,0,781763,1791990,0,-58444600,273.15,0,4.4249,3083.7,0,0,0,1.20473E-06,0
190,1505,-438.728,247.467,0,177249,575215,0,-56773000,273.15,0,3.96914,1802.73,0,0,0,1.20473E-06,0
191,1504,-463.228,171.65,0,136950,422510,0,-56697600,273.15,0,3.77467,1471.16,0,0,0,1.20473E-06,0
192,1507,-411.893,118.543,0,109982,369142,0,-56684900,273.15,0,3.61872,1256.74,0,0,0,1.20473E-06,0
193,1506,-288.841,149.573,0,88633.1,419090,0,-56724700,273.15,0,3.73739,1482.29,0,0,0,1.20473E-06,0
194,1533,-94.2996,2807.03,0,-3828040,-9759880,0,-67875200,273.15,0,4.2985,3646.54,0,0,0,1.20473E-06,0
195,1532,-112.579,2882.19,0,-3199820,-9592000,0,-64399900,273.15,0,4.3282,3406.17,0,0,0,1.20473E-06,0
196,1535,-263.472,2706.32,0,-2399730,-10104400,0,-79814700,273.15,0,4.23689,4621.32,0,0,0,1.20473E-06,0
197,1534,-155.971,2956.54,0,-2487810,-9382530,0,-61915700,273.15,0,4.30363,2989.71,0,0,0,1.20473E-06,0
198,1529,-125.529,4261.23,0,3232840,-7809310,0,-35869200,273.15,0,5.41652,2852.33,0,0,0,1.20473E-06,0
199,1528,72.2726,4152.97,0,-3425690,-7238200,0,-32851600,273.15,0,5.48623,4820.04,0,0,0,1.20473E-06,0
200,1531,-234.408,2443.26,0,-1623700,-10618500,0,-87433100,273.15,0,4.27363,6999.29,0,0,0,1.20473E-06,0
201,1530,133.861,4443.66,0,-3482700,-7934380,0,-38852400,273.15,0,5.65282,3182.49,0,0,0,1.20473E-06,0
202,1525,-145.145,4399.25,0,2392590,-8487390,0,-42614400,273.15,0,5.56466,2415.69,0,0,0,1.20473E-06,0
203,1524,238.067,4536.93,0,-3279780,-7966310,0,-38393200,273.15,0,5.71055,2736.28,0,0,0,1.20473E-06,0
204,1527,-36.3902,4249.15,0,-1422820,-7792680,0,-37336600,273.15,0,5.43668,3168.47,0,0,0,1.20473E-06,0
205,1526,-101.845,4090.29,0,672406,-7995080,0,-29927100,273.15,0,5.23934,3539.05,0,0,0,1.20473E-06,0
206,1521,340.892,4568.82,0,-3640110,-7548500,0,-34831600,273.15,0,5.63128,2508.12,0,0,0,1.20473E-06,0
207,1520,455.207,4503.74,0,-4149710,-7331060,0,-33047500,273.15,0,5.57726,2506.89,0,0,0,1.20473E-06,0
208,1523,260.513,4467.12,0,-3747540,-7602420,0,-36630000,273.15,0,5.65281,3107.6,0,0,0,1.20473E-06,0
209,1522,225.318,4610.4,0,-3035050,-8161160,0,-37001600,273.15,0,5.74045,2373.21,0,0,0,1.20473E-06,0
